Row Labels,Sum of Total_sales 
263,179.98
Strider Classic 12 Balance Bike - 2018,179.98
1347,11349.97
43,10599.98
Trek Fuel EX 9.8 27.5 Plus - 2017,10599.98
53,749.99
Surly Ogre Frameset - 2017,749.99
1348,22299.95
58,9999.98
Trek Madone 9.2 - 2017,9999.98
147,1799.99
Trek Domane ALR 5 Gravel - 2018,1799.99
148,5499.99
Trek Domane SL 8 Disc - 2018,5499.99
203,4999.99
Trek Powerfly 7 FS - 2018,4999.99
1349,21097.95
138,4499.98
Trek Fuel EX 5 Plus - 2018,4499.98
168,3098
Surly Straggler - 2018,3098
184,3499.99
Trek Domane SL 6 Disc - 2018,3499.99
205,9999.98
Trek Super Commuter+ 8S - 2018,9999.98
1350,8789.94
13,539.98
Electra Cruiser 1 (24-Inch) - 2016,539.98
159,2299.99
Trek Emonda ALR 6 - 2018,2299.99
250,2599.99
Electra Townie Go! 8i - 2017/2018,2599.99
253,2599.99
Electra Townie Go! 8i Ladies' - 2018,2599.99
305,749.99
Electra Townie Balloon 3i EQ - 2017/2018,749.99
1351,2059.97
133,1499.99
Trek Procaliber Frameset - 2018,1499.99
297,559.98
"Electra Under-The-Sea 1 16"" - 2018",559.98
1352,4901.92
52,1751.98
Surly Steamroller - 2017,1751.98
86,299.98
Trek Girl's Kickster - 2017,299.98
100,489.99
Electra Townie 3i EQ (20-inch) - Boys' - 2017,489.99
136,1799.99
Trek Procaliber 6 - 2018,1799.99
282,559.98
Electra Cyclosaurus 1 (16-inch) - Boy's - 2018,559.98
1353,2573.94
86,299.98
Trek Girl's Kickster - 2017,299.98
107,833.98
Sun Bicycles Cruz 7 - 2017,833.98
233,639.99
Electra Cruiser Lux Fat Tire 7D - 2018,639.99
300,799.99
Electra Townie Balloon 3i EQ Ladies' - 2018,799.99
1354,1499.98
166,1499.98
Trek Domane AL 2 Women's - 2018,1499.98
1355,11279.95
149,7499.99
Trek Domane SLR 8 Disc - 2018,7499.99
253,2599.99
Electra Townie Go! 8i Ladies' - 2018,2599.99
297,279.99
"Electra Under-The-Sea 1 16"" - 2018",279.99
313,899.98
Electra Townie Original 1 Ladies' - 2018,899.98
1356,9239.95
192,2599.99
Electra Townie Go! 8i - 2017/2018,2599.99
199,5999.98
Electra Townie Commute Go! Ladies' - 2018,5999.98
276,639.98
Trek Precaliber 24 (7-Speed) - Boys - 2018,639.98
1357,6079.96
60,1559.99
Sun Bicycles ElectroLite - 2017,1559.99
130,919.99
Trek Stache Carbon Frameset - 2018,919.99
145,3599.98
Trek Domane ALR 5 Disc - 2018,3599.98
1358,1799.98
257,1799.98
Electra Amsterdam Fashion 3i Ladies' - 2017/2018,1799.98
1359,939.98
82,659.99
Electra Amsterdam Original 3i Ladies' - 2017,659.99
282,279.99
Electra Cyclosaurus 1 (16-inch) - Boy's - 2018,279.99
1360,1632.99
31,1632.99
Surly Wednesday - 2017,1632.99
1361,9197.97
153,4999.99
Trek Domane SL 7 Women's - 2018,4999.99
163,2698
Surly Pack Rat - 2018,2698
307,1499.98
Electra Townie Balloon 8D EQ - 2016/2017/2018,1499.98
1362,14999.94
4,5799.98
Trek Fuel EX 8 29 - 2016,5799.98
27,1999.98
Surly Big Dummy Frameset - 2017,1999.98
204,7199.98
Trek Super Commuter+ 7 - 2018,7199.98
1363,501.98
66,501.98
Sun Bicycles Revolutions 24 - 2017,501.98
1364,27618.95
78,647.99
Sun Bicycles Biscayne Tandem CB - 2017,647.99
110,470.99
Sun Bicycles Drifter 7 - 2017,470.99
152,2499.99
Trek Domane SL 5 Disc Women's - 2018,2499.99
155,23999.98
Trek Domane SLR 9 Disc - 2018,23999.98
1365,7299.97
58,4999.99
Trek Madone 9.2 - 2017,4999.99
144,1549.99
Trek Domane ALR 4 Disc - 2018,1549.99
236,749.99
Electra Morningstar 3i Ladies' - 2018,749.99
1366,10497.98
115,3199.99
Trek Fuel EX 8 29 - 2018,3199.99
128,3798
Surly ECR 27.5 - 2018,3798
200,3499.99
Trek Powerfly 5 - 2018,3499.99
1367,9296.97
24,1099.98
Electra Townie Original 21D - 2016,1099.98
124,1499
Surly Krampus - 2018,1499
131,5198
Heller Bloodhound Trail - 2018,5198
132,1499.99
Trek Procal AL Frameset - 2018,1499.99
1368,5730.96
66,250.99
Sun Bicycles Revolutions 24 - 2017,250.99
113,979.98
Trek Marlin 5 - 2018,979.98
186,4499.99
Trek CrossRip+ - 2018,4499.99
1369,539.98
213,539.98
Electra Cruiser 1 - 2016/2017/2018,539.98
1370,9519.94
7,3999.99
Trek Slash 8 27.5 - 2016,3999.99
89,419.98
Trek Precaliber 16 Boys - 2017,419.98
134,1499.99
Trek Remedy 27.5 C Frameset - 2018,1499.99
208,3599.98
Trek Crockett 5 Disc - 2018,3599.98
1371,4659.96
8,3599.98
Trek Remedy 29 Carbon Frameset - 2016,3599.98
223,1059.98
Electra Cruiser Lux 3i - 2018,1059.98
1372,1389.97
283,639.98
Electra Heartchya 1 (20-inch) - Girl's - 2018,639.98
307,749.99
Electra Townie Balloon 8D EQ - 2016/2017/2018,749.99
1373,3499.99
63,3499.99
Trek Boone Race Shop Limited - 2017,3499.99
1374,6239.96
130,1839.98
Trek Stache Carbon Frameset - 2018,1839.98
181,4399.98
Trek Domane SL 5 - 2018,4399.98
1375,6099.97
147,3599.98
Trek Domane ALR 5 Gravel - 2018,3599.98
182,2499.99
Trek Domane SL 5 Disc - 2018,2499.99
1376,1320.99
5,1320.99
Heller Shagamaw Frame - 2016,1320.99
1377,19419.94
48,1499.99
Trek Emonda S 4 - 2017,1499.99
130,919.99
Trek Stache Carbon Frameset - 2018,919.99
153,9999.98
Trek Domane SL 7 Women's - 2018,9999.98
188,6999.98
Trek XM700+ Lowstep - 2018,6999.98
1378,10910.91
2,1499.98
Ritchey Timberwolf Frameset - 2016,1499.98
96,699.98
Electra Moto 3i (20-inch) - Boy's - 2017,699.98
110,470.99
Sun Bicycles Drifter 7 - 2017,470.99
129,1839.98
Trek X-Caliber 7 - 2018,1839.98
142,6399.98
Trek Fuel EX 8 29 XT - 2018,6399.98
1379,1709.96
15,529.99
Electra Moto 1 - 2016,529.99
118,999.99
Trek X-Caliber 8 - 2018,999.99
263,179.98
Strider Classic 12 Balance Bike - 2018,179.98
1380,2659.96
229,859.98
Electra Cruiser Lux 1 - 2016/2018,859.98
255,1799.98
Electra Townie Balloon 7i EQ Ladies' - 2017/2018,1799.98
1381,2259.96
214,1799.98
Electra Tiger Shark 3i - 2018,1799.98
274,459.98
Trek Precaliber 20 Boy's - 2018,459.98
1382,5889.94
81,2199.98
Electra Amsterdam Fashion 7i Ladies' - 2017,2199.98
135,1499.99
Trek X-Caliber Frameset - 2018,1499.99
225,959.99
Electra Delivery 3i - 2016/2017/2018,959.99
232,479.99
Electra Cruiser Lux 7D Ladies' - 2018,479.99
238,749.99
Electra Townie Balloon 8D EQ - 2016/2017/2018,749.99
1383,7693.96
65,693.98
Sun Bicycles Lil Bolt Type-R - 2017,693.98
188,6999.98
Trek XM700+ Lowstep - 2018,6999.98
1384,7429.95
32,469.99
Trek Farley Alloy Frameset - 2017,469.99
89,209.99
Trek Precaliber 16 Boys - 2017,209.99
97,349.99
Electra Savannah 3i (20-inch) - Girl's - 2017,349.99
142,6399.98
Trek Fuel EX 8 29 XT - 2018,6399.98
1385,7399.94
24,1099.98
Electra Townie Original 21D - 2016,1099.98
39,2999.98
Trek Stache 5 - 2017,2999.98
135,1499.99
Trek X-Caliber Frameset - 2018,1499.99
145,1799.99
Trek Domane ALR 5 Disc - 2018,1799.99
1386,6019.96
150,4499.99
Trek Emonda SL 7 - 2018,4499.99
262,249.99
Trek MT 201 - 2018,249.99
292,369.99
Electra Sweet Ride 3i (20-inch) - Girls' - 2018,369.99
306,899.99
Electra Townie Balloon 7i EQ Ladies' - 2017/2018,899.99
1387,449.99
106,449.99
Sun Bicycles Cruz 3 - 2017,449.99
1388,2999.99
251,2999.99
Electra Townie Commute Go! - 2018,2999.99
1389,7379.95
85,659.98
Haro Downtown 16 - 2017,659.98
171,6399.98
Trek Domane SL 6 - 2018,6399.98
227,319.99
Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018,319.99
1390,9921.92
27,1999.98
Surly Big Dummy Frameset - 2017,1999.98
41,2939.98
Haro Shift R3 - 2017,2939.98
104,481.99
Sun Bicycles Streamway - 2017,481.99
147,3599.98
Trek Domane ALR 5 Gravel - 2018,3599.98
306,899.99
Electra Townie Balloon 7i EQ Ladies' - 2017/2018,899.99
1391,2069.95
223,1059.98
Electra Cruiser Lux 3i - 2018,1059.98
277,369.99
Trek Precaliber 24 21-speed Boy's - 2018,369.99
295,639.98
"Electra Treasure 1 20"" - 2018",639.98
1392,2179.96
87,379.98
Trek Precaliber 12 Boys - 2017,379.98
240,1799.98
Electra Townie Commute 27D Ladies - 2018,1799.98
1393,11789.94
47,10599.98
Trek Remedy 9.8 - 2017,10599.98
82,659.99
Electra Amsterdam Original 3i Ladies' - 2017,659.99
92,209.99
Haro Shredder 20 - 2017,209.99
268,319.98
Trek Kickster - 2018,319.98
1394,4999.98
165,4999.98
Trek 1120 - 2018,4999.98
1395,9119.94
48,2999.98
Trek Emonda S 4 - 2017,2999.98
180,1839.98
Trek Domane AL 3 Women's - 2018,1839.98
204,3599.99
Trek Super Commuter+ 7 - 2018,3599.99
226,679.99
Electra Townie Original 21D EQ - 2017/2018,679.99
1396,4199.98
57,1999.99
Trek Emonda S 5 - 2017,1999.99
181,2199.99
Trek Domane SL 5 - 2018,2199.99
1397,9985.93
7,3999.99
Trek Slash 8 27.5 - 2016,3999.99
78,1295.98
Sun Bicycles Biscayne Tandem CB - 2017,1295.98
127,939.98
Surly Pack Rat Frameset - 2018,939.98
139,2999.99
Trek Remedy 7 27.5 - 2018,2999.99
249,749.99
Electra White Water 3i - 2018,749.99
1398,1583.97
53,749.99
Surly Ogre Frameset - 2017,749.99
69,833.98
Sun Bicycles Cruz 7 - 2017,833.98
1399,7017.96
28,2499.99
Surly Karate Monkey 27.5+ Frameset - 2017,2499.99
127,939.98
Surly Pack Rat Frameset - 2018,939.98
210,3098
Surly Straggler - 2018,3098
224,479.99
Electra Cruiser Lux 7D - 2018,479.99
1400,3359.94
24,1099.98
Electra Townie Original 21D - 2016,1099.98
90,209.99
Trek Precaliber 16 Girls - 2017,209.99
217,1819.98
Electra Straight 8 3i - 2018,1819.98
275,229.99
Trek Precaliber 20 Girl's - 2018,229.99
1401,2309.96
112,379.99
Trek 820 - 2018,379.99
230,429.99
Electra Cruiser Lux 1 Ladies' - 2018,429.99
254,1499.98
Electra Townie Balloon 3i EQ - 2017/2018,1499.98
1402,15889.94
28,4999.98
Surly Karate Monkey 27.5+ Frameset - 2017,4999.98
189,5599.98
Trek Lift+ Lowstep - 2018,5599.98
203,4999.99
Trek Powerfly 7 FS - 2018,4999.99
273,289.99
Trek Precaliber 20 6-speed Girl's - 2018,289.99
1403,419.98
93,419.98
Haro Shredder 20 Girls - 2017,419.98
1404,6629.95
112,759.98
Trek 820 - 2018,759.98
193,5599.98
Trek Lift+ - 2018,5599.98
220,269.99
Electra Cruiser 1 Ladies' - 2018,269.99
1405,5999.98
162,5999.98
Trek Emonda SL 6 Disc - 2018,5999.98
1406,1349.97
113,489.99
Trek Marlin 5 - 2018,489.99
230,859.98
Electra Cruiser Lux 1 Ladies' - 2018,859.98
1407,3698.95
35,832.99
Sun Bicycles Spider 3i - 2017,832.99
36,1665.98
Surly Troll Frameset - 2017,1665.98
266,399.99
Trek Superfly 20 - 2018,399.99
300,799.99
Electra Townie Balloon 3i EQ Ladies' - 2018,799.99
1408,7127.96
23,599.98
Electra Girl's Hawaii 1 (20-inch) - 2015/2016,599.98
114,579.99
Trek Marlin 6 - 2018,579.99
137,5198
Heller Shagamaw GX1 - 2018,5198
166,749.99
Trek Domane AL 2 Women's - 2018,749.99
1409,10059.93
170,1299.99
Trek CrossRip 2 - 2018,1299.99
171,6399.98
Trek Domane SL 6 - 2018,6399.98
222,269.99
Electra Cruiser 1 Tall - 2016/2018,269.99
265,289.99
Strider Strider 20 Sport - 2018,289.99
301,1799.98
Electra Townie Balloon 7i EQ - 2018,1799.98
1410,20679.95
203,9999.98
Trek Powerfly 7 FS - 2018,9999.98
205,9999.98
Trek Super Commuter+ 8S - 2018,9999.98
304,679.99
Electra Townie Original 21D EQ - 2017/2018,679.99
1411,4499.97
9,2999.99
Trek Conduit+ - 2016,2999.99
308,1499.98
Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018,1499.98
1412,7973.95
43,5299.99
Trek Fuel EX 9.8 27.5 Plus - 2017,5299.99
109,833.98
Sun Bicycles Cruz 7 - Women's - 2017,833.98
180,1839.98
Trek Domane AL 3 Women's - 2018,1839.98
1413,559.98
297,559.98
"Electra Under-The-Sea 1 16"" - 2018",559.98
1414,6739.96
162,5999.98
Trek Emonda SL 6 Disc - 2018,5999.98
292,739.98
Electra Sweet Ride 3i (20-inch) - Girls' - 2018,739.98
1415,4854.95
17,429
Pure Cycles Vine 8-Speed - 2016,429
31,3265.98
Surly Wednesday - 2017,3265.98
245,659.99
Electra Townie Original 3i EQ - 2017/2018,659.99
264,499.98
Strider Sport 16 - 2018,499.98
1416,5319.95
92,419.98
Haro Shredder 20 - 2017,419.98
194,3499.99
Trek XM700+ - 2018,3499.99
242,1399.98
Electra Townie Commute 8D Ladies' - 2018,1399.98
1417,1279.98
219,1279.98
Electra Moto 3i - 2018,1279.98
1418,6359.96
120,4999.98
Trek Fuel EX 7 29 - 2018,4999.98
243,1359.98
Electra Townie Original 21D EQ Ladies' - 2018,1359.98
1419,4198.97
124,1499
Surly Krampus - 2018,1499
234,899.99
Electra Daydreamer 3i Ladies' - 2018,899.99
235,1799.98
Electra Koa 3i Ladies' - 2018,1799.98
1420,11198.97
128,1899
Surly ECR 27.5 - 2018,1899
194,6999.98
Trek XM700+ - 2018,6999.98
197,2299.99
Trek Verve+ Lowstep - 2018,2299.99
1421,559.98
298,559.98
Electra Water Lily 1 (16-inch) - Girl's - 2018,559.98
1422,4043.95
80,1523.98
Sun Bicycles Brickell Tandem CB - 2017,1523.98
180,1839.98
Trek Domane AL 3 Women's - 2018,1839.98
243,679.99
Electra Townie Original 21D EQ Ladies' - 2018,679.99
1423,2596.95
71,416.99
Sun Bicycles Atlas X-Type - 2017,416.99
113,979.98
Trek Marlin 5 - 2018,979.98
249,749.99
Electra White Water 3i - 2018,749.99
302,449.99
Electra Townie Original 1 - 2018,449.99
1424,9999.98
140,9999.98
Trek Remedy 9.8 27.5 - 2018,9999.98
1425,10939.92
54,6399.98
Trek Domane SL Disc Frameset - 2017,6399.98
93,209.99
Haro Shredder 20 Girls - 2017,209.99
145,3599.98
Trek Domane ALR 5 Disc - 2018,3599.98
227,639.98
Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018,639.98
263,89.99
Strider Classic 12 Balance Bike - 2018,89.99
1426,2269.96
20,1199.98
Electra Townie Original 7D EQ - Women's - 2016,1199.98
215,749.99
Electra Queen of Hearts 3i - 2018,749.99
281,319.99
Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018,319.99
1427,6957.97
139,2999.99
Trek Remedy 7 27.5 - 2018,2999.99
164,3098
Surly Straggler 650b - 2018,3098
230,859.98
Electra Cruiser Lux 1 Ladies' - 2018,859.98
1428,17369.92
28,2499.99
Surly Karate Monkey 27.5+ Frameset - 2017,2499.99
126,469.99
Surly Big Fat Dummy Frameset - 2018,469.99
187,5599.98
Trek Neko+ - 2018,5599.98
194,6999.98
Trek XM700+ - 2018,6999.98
216,1799.98
Electra Super Moto 8i - 2018,1799.98
1429,1319.98
70,1319.98
Electra Amsterdam Original 3i - 2015/2017,1319.98
1430,639.98
221,319.99
Electra Cruiser 7D Ladies' - 2016/2018,319.99
281,319.99
Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018,319.99
1431,8499.96
53,749.99
Surly Ogre Frameset - 2017,749.99
207,3999.99
Trek Boone 7 Disc - 2018,3999.99
252,2999.99
Electra Townie Commute Go! Ladies' - 2018,2999.99
254,749.99
Electra Townie Balloon 3i EQ - 2017/2018,749.99
1432,1899
161,1899
Surly ECR - 2018,1899
1433,249.99
264,249.99
Strider Sport 16 - 2018,249.99
1434,14419.93
61,9999.98
Trek Powerfly 8 FS Plus - 2017,9999.98
198,2999.99
Electra Townie Commute Go! - 2018,2999.99
229,859.98
Electra Cruiser Lux 1 - 2016/2018,859.98
286,559.98
"Electra Starship 1 16"" - 2018",559.98
1435,6559.95
29,999.99
Trek X-Caliber 8 - 2017,999.99
60,1559.99
Sun Bicycles ElectroLite - 2017,1559.99
141,3199.98
Trek Stache 5 - 2018,3199.98
260,799.99
Electra Townie Balloon 3i EQ Ladies' - 2018,799.99
1436,1119.98
244,1119.98
Electra Townie Original 21D Ladies' - 2018,1119.98
1437,3199.98
141,3199.98
Trek Stache 5 - 2018,3199.98
1438,16358.94
81,2199.98
Electra Amsterdam Fashion 7i Ladies' - 2017,2199.98
137,2599
Heller Shagamaw GX1 - 2018,2599
140,4999.99
Trek Remedy 9.8 27.5 - 2018,4999.99
190,5599.98
Trek Dual Sport+ - 2018,5599.98
225,959.99
Electra Delivery 3i - 2016/2017/2018,959.99
1439,10869.95
42,2299.99
Trek Fuel EX 5 27.5 Plus - 2017,2299.99
102,979.98
Electra Townie Original 7D - 2017,979.98
149,7499.99
Trek Domane SLR 8 Disc - 2018,7499.99
263,89.99
Strider Classic 12 Balance Bike - 2018,89.99
1440,8418.92
67,501.98
Sun Bicycles Revolutions 24 - Girl's - 2017,501.98
109,416.99
Sun Bicycles Cruz 7 - Women's - 2017,416.99
116,1499.98
Trek Marlin 7 - 2017/2018,1499.98
178,1499.98
Trek Domane AL 2 - 2018,1499.98
186,4499.99
Trek CrossRip+ - 2018,4499.99
1441,3279.96
6,469.99
Surly Ice Cream Truck Frameset - 2016,469.99
46,1409.99
Haro SR 1.3 - 2017,1409.99
242,1399.98
Electra Townie Commute 8D Ladies' - 2018,1399.98
1442,5189.96
160,4499.99
Trek Emonda SLR 6 - 2018,4499.99
220,269.99
Electra Cruiser 1 Ladies' - 2018,269.99
271,419.98
Trek Precaliber 16 Girl's - 2018,419.98
1443,7179.96
57,1999.99
Trek Emonda S 5 - 2017,1999.99
101,679.98
Electra Townie 7D (20-inch) - Boys' - 2017,679.98
160,4499.99
Trek Emonda SLR 6 - 2018,4499.99
1444,4007.99
90,209.99
Trek Precaliber 16 Girls - 2017,209.99
128,3798
Surly ECR 27.5 - 2018,3798
1445,4155.95
52,875.99
Surly Steamroller - 2017,875.99
123,1999.98
Trek Farley Carbon Frameset - 2018,1999.98
219,1279.98
Electra Moto 3i - 2018,1279.98
1446,3399.95
227,319.99
Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018,319.99
233,1279.98
Electra Cruiser Lux Fat Tire 7D - 2018,1279.98
234,1799.98
Electra Daydreamer 3i Ladies' - 2018,1799.98
1447,5499.99
148,5499.99
Trek Domane SL 8 Disc - 2018,5499.99
1448,749.99
239,749.99
Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018,749.99
1449,13139.92
14,539.98
Electra Girl's Hawaii 1 (16-inch) - 2015/2016,539.98
55,2699.99
Trek Domane S 6 - 2017,2699.99
159,2299.99
Trek Emonda ALR 6 - 2018,2299.99
252,5999.98
Electra Townie Commute Go! Ladies' - 2018,5999.98
260,1599.98
Electra Townie Balloon 3i EQ Ladies' - 2018,1599.98
1450,15249.92
98,489.99
Electra Straight 8 3i (20-inch) - Boy's - 2017,489.99
173,6399.98
Trek Domane ALR Frameset - 2018,6399.98
209,5999.98
Trek Crockett 7 Disc - 2018,5999.98
235,1799.98
Electra Koa 3i Ladies' - 2018,1799.98
299,559.99
Electra Townie Original 21D - 2018,559.99
1451,1469.99
117,1469.99
Trek Ticket S Frame - 2018,1469.99
1452,2633.93
86,299.98
Trek Girl's Kickster - 2017,299.98
99,599.98
Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,599.98
109,833.98
Sun Bicycles Cruz 7 - Women's - 2017,833.98
234,899.99
Electra Daydreamer 3i Ladies' - 2018,899.99
1453,419.98
89,419.98
Trek Precaliber 16 Boys - 2017,419.98
1454,4584.95
35,1665.98
Sun Bicycles Spider 3i - 2017,1665.98
38,1099.98
Haro Flightline Two 26 Plus - 2017,1099.98
124,1499
Surly Krampus - 2018,1499
283,319.99
Electra Heartchya 1 (20-inch) - Girl's - 2018,319.99
1455,1429.97
101,679.98
Electra Townie 7D (20-inch) - Boys' - 2017,679.98
254,749.99
Electra Townie Balloon 3i EQ - 2017/2018,749.99
1456,7319.93
126,469.99
Surly Big Fat Dummy Frameset - 2018,469.99
193,5599.98
Trek Lift+ - 2018,5599.98
246,639.99
Electra Townie Original 3i EQ Ladies' - 2018,639.99
268,319.98
Trek Kickster - 2018,319.98
272,289.99
Trek Precaliber 20 6-speed Boy's - 2018,289.99
1457,6120.95
111,470.99
Sun Bicycles Drifter 7 - Women's - 2017,470.99
113,489.99
Trek Marlin 5 - 2018,489.99
152,4999.98
Trek Domane SL 5 Disc Women's - 2018,4999.98
268,159.99
Trek Kickster - 2018,159.99
1458,3019.94
12,549.99
Electra Townie Original 21D - 2016,549.99
78,1295.98
Sun Bicycles Biscayne Tandem CB - 2017,1295.98
105,533.99
Sun Bicycles Streamway 7 - 2017,533.99
295,639.98
"Electra Treasure 1 20"" - 2018",639.98
1459,1259.9
258,1259.9
Electra Amsterdam Royal 8i - 2017/2018,1259.9
1460,15549.93
7,7999.98
Trek Slash 8 27.5 - 2016,7999.98
76,299.99
"Electra Girl's Hawaii 1 16"" - 2017",299.99
123,1999.98
Trek Farley Carbon Frameset - 2018,1999.98
167,749.99
Surly ECR Frameset - 2018,749.99
201,4499.99
Trek Powerfly 5 FS - 2018,4499.99
1461,2899.97
48,1499.99
Trek Emonda S 4 - 2017,1499.99
242,1399.98
Electra Townie Commute 8D Ladies' - 2018,1399.98
1462,4489.95
25,499.99
Electra Townie Original 7D - 2015/2016,499.99
223,529.99
Electra Cruiser Lux 3i - 2018,529.99
251,2999.99
Electra Townie Commute Go! - 2018,2999.99
263,89.99
Strider Classic 12 Balance Bike - 2018,89.99
294,369.99
Electra Tiger Shark 3i (20-inch) - Boys' - 2018,369.99
1463,14548.98
51,12999.98
Trek Silque SLR 8 Women's - 2017,12999.98
168,1549
Surly Straggler - 2018,1549
1464,10432.94
109,833.98
Sun Bicycles Cruz 7 - Women's - 2017,833.98
124,1499
Surly Krampus - 2018,1499
151,3099.98
Trek Domane ALR 4 Disc Women's - 2018,3099.98
165,4999.98
Trek 1120 - 2018,4999.98
1465,1319.98
70,1319.98
Electra Amsterdam Original 3i - 2015/2017,1319.98
1466,10497.95
39,2999.98
Trek Stache 5 - 2017,2999.98
163,2698
Surly Pack Rat - 2018,2698
251,2999.99
Electra Townie Commute Go! - 2018,2999.99
310,1799.98
Electra Townie Commute 27D Ladies - 2018,1799.98
1467,4388.97
18,449
Pure Cycles Western 3-Speed - Women's - 2015/2016,449
115,3199.99
Trek Fuel EX 8 29 - 2018,3199.99
278,739.98
Trek Precaliber 24 21-speed Girl's - 2018,739.98
1468,17199.96
50,11999.98
Trek Silque SLR 7 Women's - 2017,11999.98
58,4999.99
Trek Madone 9.2 - 2017,4999.99
269,199.99
Trek Precaliber 12 Boy's - 2018,199.99
1469,6779.93
77,1599.98
Electra Glam Punk 3i Ladies' - 2017,1599.98
100,979.98
Electra Townie 3i EQ (20-inch) - Boys' - 2017,979.98
182,2499.99
Trek Domane SL 5 Disc - 2018,2499.99
237,1699.98
Electra Relic 3i - 2018,1699.98
1470,7221.95
110,941.98
Sun Bicycles Drifter 7 - 2017,941.98
252,5999.98
Electra Townie Commute Go! Ladies' - 2018,5999.98
287,279.99
Electra Straight 8 1 (16-inch) - Boy's - 2018,279.99
1471,6999.97
59,5199.98
Trek Domane S 5 Disc - 2017,5199.98
136,1799.99
Trek Procaliber 6 - 2018,1799.99
1472,909.98
84,109.99
Sun Bicycles Lil Kitt'n - 2017,109.99
300,799.99
Electra Townie Balloon 3i EQ Ladies' - 2018,799.99
1473,709.97
84,219.98
Sun Bicycles Lil Kitt'n - 2017,219.98
102,489.99
Electra Townie Original 7D - 2017,489.99
1474,1899.98
123,999.99
Trek Farley Carbon Frameset - 2018,999.99
301,899.99
Electra Townie Balloon 7i EQ - 2018,899.99
1475,8597.94
161,3798
Surly ECR - 2018,3798
248,1199.98
Electra Townie Original 7D EQ Ladies' - 2017/2018,1199.98
261,1799.98
Electra Townie Balloon 7i EQ - 2018,1799.98
306,1799.98
Electra Townie Balloon 7i EQ Ladies' - 2017/2018,1799.98
1476,15779.92
43,5299.99
Trek Fuel EX 9.8 27.5 Plus - 2017,5299.99
91,699.98
Trek Precaliber 24 (21-Speed) - Girls - 2017,699.98
142,6399.98
Trek Fuel EX 8 29 XT - 2018,6399.98
191,2799.99
Electra Loft Go! 8i - 2018,2799.99
265,579.98
Strider Strider 20 Sport - 2018,579.98
1477,3098
210,3098
Surly Straggler - 2018,3098
1478,1979.97
100,979.98
Electra Townie 3i EQ (20-inch) - Boys' - 2017,979.98
123,999.99
Trek Farley Carbon Frameset - 2018,999.99
1479,3899.98
252,2999.99
Electra Townie Commute Go! Ladies' - 2018,2999.99
256,899.99
Electra Townie Commute 27D - 2018,899.99
1480,5159.92
82,1319.98
Electra Amsterdam Original 3i Ladies' - 2017,1319.98
92,419.98
Haro Shredder 20 - 2017,419.98
225,1919.98
Electra Delivery 3i - 2016/2017/2018,1919.98
308,1499.98
Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018,1499.98
1481,2419.97
53,1499.98
Surly Ogre Frameset - 2017,1499.98
130,919.99
Trek Stache Carbon Frameset - 2018,919.99
1482,26989.93
40,4999.99
Trek Fuel EX 9.8 29 - 2017,4999.99
48,1499.99
Trek Emonda S 4 - 2017,1499.99
58,9999.98
Trek Madone 9.2 - 2017,9999.98
113,489.99
Trek Marlin 5 - 2018,489.99
205,9999.98
Trek Super Commuter+ 8S - 2018,9999.98
1483,1849.97
226,1359.98
Electra Townie Original 21D EQ - 2017/2018,1359.98
280,489.99
Trek Superfly 24 - 2017/2018,489.99
1484,8999.94
49,6999.98
Trek Domane SL 6 - 2017,6999.98
295,639.98
"Electra Treasure 1 20"" - 2018",639.98
304,1359.98
Electra Townie Original 21D EQ - 2017/2018,1359.98
1485,5319.97
122,4999.98
Surly Troll Frameset - 2018,4999.98
276,319.99
Trek Precaliber 24 (7-Speed) - Boys - 2018,319.99
1486,4299.95
60,3119.98
Sun Bicycles ElectroLite - 2017,3119.98
98,489.99
Electra Straight 8 3i (20-inch) - Boy's - 2017,489.99
113,489.99
Trek Marlin 5 - 2018,489.99
269,199.99
Trek Precaliber 12 Boy's - 2018,199.99
1487,13599.93
96,699.98
Electra Moto 3i (20-inch) - Boy's - 2017,699.98
151,3099.98
Trek Domane ALR 4 Disc Women's - 2018,3099.98
160,4499.99
Trek Emonda SLR 6 - 2018,4499.99
196,2299.99
Trek Verve+ - 2018,2299.99
198,2999.99
Electra Townie Commute Go! - 2018,2999.99
1488,4799.98
42,2299.99
Trek Fuel EX 5 27.5 Plus - 2017,2299.99
122,2499.99
Surly Troll Frameset - 2018,2499.99
1489,4435.96
52,875.99
Surly Steamroller - 2017,875.99
198,2999.99
Electra Townie Commute Go! - 2018,2999.99
282,559.98
Electra Cyclosaurus 1 (16-inch) - Boy's - 2018,559.98
1490,1369.97
99,299.99
Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,299.99
218,319.99
Electra Cruiser 7D - 2016/2017/2018,319.99
254,749.99
Electra Townie Balloon 3i EQ - 2017/2018,749.99
1491,10169.93
60,3119.98
